payment_id,order_id,payment_date,payment_method,amount
1290,727,2024-03-26,Credit Card,548.92
1291,4026,2024-09-21,Bank Transfer,156.22
1292,48,2024-12-26,PayPal,240.33
1293,3067,2025-02-03,PayPal,1291.86
1294,2451,2024-05-01,PayPal,221.29
1295,4775,2025-01-07,PayPal,215.3
1296,4772,2025-01-06,Bank Transfer,1309.98
1297,2678,2024-08-22,Bank Transfer,1554.11
1298,4446,2024-07-19,PayPal,1717.8
1299,3143,2025-01-10,Bank Transfer,91.84
1300,3826,2024-09-04,Credit Card,1197.64
1301,3493,2024-04-13,Bank Transfer,174.21
1302,4240,2024-08-13,Credit Card,1079.49
1303,1977,2024-09-11,Bank Transfer,1046.79
1304,562,2024-12-11,PayPal,1659.0
1305,2548,2024-05-20,Bank Transfer,297.04
1306,3838,2024-12-01,Bank Transfer,356.41
1307,1601,2024-07-29,Bank Transfer,1773.04
1308,4871,2024-03-31,Bank Transfer,82.29
1309,144,2024-07-23,PayPal,1452.46
1310,3156,2024-05-20,PayPal,516.47
1311,27,2024-11-10,Credit Card,63.36
1312,57,2024-12-11,PayPal,1349.7
1313,2144,2024-05-02,PayPal,1432.15
1314,1019,2024-09-28,Bank Transfer,1228.21
1315,390,2024-04-28,Bank Transfer,185.62
1316,4205,2024-04-25,PayPal,476.93
1317,433,2025-01-04,Credit Card,371.15
1318,3094,2024-02-13,Credit Card,1434.7
1319,1137,2025-01-25,PayPal,383.02
1320,1694,2024-06-04,PayPal,459.53
1321,3496,2024-11-15,Bank Transfer,1717.07
1322,486,2024-12-07,PayPal,1665.67
1323,1198,2024-06-27,Bank Transfer,783.96
1324,368,2024-10-16,PayPal,1178.57
1325,2133,2024-09-23,PayPal,482.97
1326,1728,2024-12-30,PayPal,1689.84
1327,1346,2024-07-25,PayPal,1520.09
1328,2999,2024-09-17,PayPal,1187.62
1329,430,2024-04-13,PayPal,1725.21
1330,4615,2024-10-23,PayPal,1779.48
1331,2501,2024-11-30,PayPal,211.17
1332,2841,2024-02-23,Bank Transfer,1183.06
1333,2425,2025-01-23,Credit Card,853.2
1334,3112,2024-07-14,Credit Card,1435.73
1335,4998,2024-07-13,Bank Transfer,1251.86
1336,3756,2024-10-22,Credit Card,944.76
1337,91,2024-07-12,Bank Transfer,642.23
1338,2117,2024-02-21,Bank Transfer,1404.45
1339,938,2025-01-18,PayPal,596.1
1340,565,2024-05-25,Bank Transfer,1237.56
1341,730,2024-09-06,Bank Transfer,416.23
1342,3008,2024-06-24,PayPal,634.73
1343,405,2024-05-08,Bank Transfer,1956.51
1344,1282,2024-03-16,Bank Transfer,734.2
1345,2364,2024-04-19,Credit Card,867.47
1346,346,2024-04-27,PayPal,271.79
1347,4712,2024-05-17,Bank Transfer,382.64
1348,1552,2024-10-19,Bank Transfer,534.31
1349,2950,2025-01-29,PayPal,1226.25
1350,1538,2024-05-21,Bank Transfer,1299.63
1351,2615,2024-04-28,Bank Transfer,615.21
1352,4607,2024-06-20,Bank Transfer,351.1
1353,2671,2024-08-29,Credit Card,1289.12
1354,2284,2024-12-20,PayPal,657.72
1355,4887,2024-11-17,PayPal,1252.89
1356,3756,2024-05-26,PayPal,808.34
1357,2578,2024-09-20,Credit Card,341.54
1358,4204,2025-01-15,Bank Transfer,1776.9
1359,2729,2024-09-14,PayPal,419.66
1360,1542,2024-03-15,PayPal,991.1
1361,3469,2024-03-23,PayPal,1549.5
1362,478,2024-08-29,Credit Card,178.96
1363,27,2024-10-21,Credit Card,351.95
1364,585,2024-06-08,Credit Card,464.51
1365,4226,2025-01-08,PayPal,725.75
1366,1723,2024-12-15,Bank Transfer,1558.52
1367,2145,2024-07-26,Credit Card,165.92
1368,2354,2024-06-24,Bank Transfer,1032.43
1369,2751,2024-03-18,PayPal,1358.28
1370,2717,2024-04-08,PayPal,591.31
1371,4150,2024-05-20,Bank Transfer,1430.09
1372,1893,2024-04-19,Bank Transfer,861.4
1373,4263,2024-03-25,Credit Card,1132.62
1374,1042,2024-02-20,PayPal,318.37
1375,2346,2025-01-13,Credit Card,91.12
1376,1576,2024-07-08,PayPal,1384.71
1377,2783,2024-11-26,Credit Card,1929.66
1378,2884,2024-05-10,Credit Card,990.57
1379,2348,2024-08-08,PayPal,851.55
1380,175,2024-09-12,PayPal,1906.65
1381,4703,2024-10-30,Bank Transfer,1138.85
1382,1243,2024-03-14,Bank Transfer,526.4
1383,836,2024-08-11,PayPal,962.13
1384,2629,2024-11-29,PayPal,1785.1
1385,141,2024-11-09,Bank Transfer,111.92
1386,630,2024-02-16,Credit Card,1605.63
1387,166,2024-06-07,Credit Card,375.43
1388,841,2024-09-13,Bank Transfer,296.96
1389,4769,2024-11-10,PayPal,1923.13
1390,874,2024-11-16,Credit Card,211.14
1391,3421,2025-02-07,Bank Transfer,1033.81
1392,1118,2024-05-06,Credit Card,323.52
1393,2909,2024-12-11,PayPal,215.47
1394,1037,2024-07-04,Credit Card,830.38
1395,1890,2024-05-17,Bank Transfer,283.46
1396,1046,2024-10-09,Credit Card,604.05
1397,2617,2024-09-01,Credit Card,1818.83
1398,872,2024-03-16,PayPal,1299.08
1399,2185,2024-03-12,PayPal,266.78
1400,3218,2024-11-02,PayPal,1096.25
1401,3610,2024-07-17,PayPal,1109.89
1402,265,2024-11-17,Credit Card,1364.41
1403,2892,2024-06-19,Bank Transfer,218.83
1404,1464,2024-09-21,PayPal,1082.73
1405,1526,2024-06-23,Credit Card,1814.61
1406,3222,2025-02-02,Credit Card,688.63
1407,2202,2024-06-28,PayPal,1229.44
1408,333,2024-11-21,Credit Card,400.66
1409,3170,2024-12-23,Bank Transfer,1134.01
1410,1543,2024-09-10,Credit Card,89.49
1411,2796,2024-12-18,PayPal,184.07
1412,3728,2024-10-08,Credit Card,368.46
1413,4491,2024-11-10,Credit Card,720.93
1414,2792,2024-07-02,PayPal,292.54
1415,4581,2024-09-18,Bank Transfer,949.21
1416,1325,2025-02-04,Bank Transfer,774.29
1417,1493,2024-05-19,Credit Card,672.87
1418,2329,2024-04-13,Credit Card,1975.14
1419,4779,2024-03-08,Credit Card,48.8
1420,4376,2024-10-07,PayPal,1027.48
1421,642,2024-05-14,Bank Transfer,1454.03
1422,102,2024-08-21,PayPal,1397.81
1423,3577,2024-09-18,PayPal,1877.22
1424,3212,2024-11-28,Bank Transfer,1151.44
1425,4639,2024-04-25,Credit Card,1342.41
1426,887,2025-01-31,Bank Transfer,1996.42
1427,1011,2024-03-20,Bank Transfer,1144.94
1428,4604,2024-04-30,Bank Transfer,931.04
1429,3185,2024-12-01,Credit Card,363.18
1430,684,2025-01-05,Bank Transfer,1397.95
1431,72,2024-07-17,Credit Card,301.2
1432,746,2024-04-24,PayPal,686.97
1433,4051,2025-01-27,PayPal,1049.03
1434,3248,2024-11-02,Credit Card,1799.32
1435,3712,2024-07-10,Credit Card,679.81
1436,1661,2024-06-18,Credit Card,1761.5
1437,281,2024-09-19,Credit Card,1019.29
1438,4859,2024-08-19,Bank Transfer,815.63
1439,3560,2024-04-17,Bank Transfer,876.86
1440,4367,2024-08-16,PayPal,1630.65
1441,2201,2024-07-13,Credit Card,157.8
1442,3156,2024-08-06,Credit Card,1829.28
1443,487,2024-07-24,Bank Transfer,1349.06
1444,3319,2024-08-28,PayPal,1729.2
1445,691,2024-08-18,PayPal,1407.53
1446,2074,2024-08-11,PayPal,429.36
1447,3298,2024-08-16,Bank Transfer,740.05
1448,2378,2024-06-30,Bank Transfer,417.88
1449,150,2024-09-16,PayPal,720.26
1450,4058,2024-04-30,Credit Card,1332.77
1451,1679,2024-06-28,Bank Transfer,128.97
1452,1179,2024-12-11,PayPal,674.46
1453,3395,2024-09-13,Credit Card,1123.3
1454,4472,2024-07-23,Bank Transfer,1531.38
1455,4490,2024-03-07,PayPal,1227.45
1456,4980,2024-04-30,Credit Card,1977.54
1457,4272,2024-12-28,PayPal,423.54
1458,1320,2024-12-06,Credit Card,217.66
1459,4648,2024-06-07,PayPal,1542.9
1460,1369,2024-03-14,Bank Transfer,220.81
1461,2832,2024-08-15,Bank Transfer,1742.24
1462,4491,2024-05-18,PayPal,109.84
1463,1139,2024-09-27,Bank Transfer,1938.49
1464,41,2024-03-08,Bank Transfer,1792.85
1465,881,2024-09-23,Bank Transfer,108.13
1466,2233,2024-06-22,Credit Card,1313.5
1467,4791,2024-05-04,Credit Card,647.59
1468,2474,2024-12-05,Bank Transfer,225.58
1469,18,2024-12-21,PayPal,1579.36
1470,4575,2024-09-11,PayPal,48.24
1471,649,2024-02-18,Bank Transfer,499.43
1472,2182,2024-09-08,PayPal,1265.91
1473,1324,2024-10-19,Bank Transfer,1382.34
1474,1796,2024-09-07,PayPal,524.22
1475,1497,2024-12-15,Credit Card,1611.42
1476,2484,2024-06-03,PayPal,288.6
1477,2187,2024-04-18,Bank Transfer,454.04
1478,4710,2024-07-25,Bank Transfer,1729.08
1479,2338,2024-12-10,PayPal,439.53
1480,3260,2024-08-17,Credit Card,1697.56
1481,1037,2025-01-06,PayPal,71.81
1482,686,2024-03-30,PayPal,580.69
1483,2265,2024-04-23,Credit Card,747.48
1484,1944,2024-04-26,Bank Transfer,1404.6
1485,3279,2024-10-02,Bank Transfer,1309.66
1486,1522,2024-10-01,PayPal,1591.11
1487,3544,2024-02-14,Bank Transfer,1715.17
1488,157,2024-10-29,Bank Transfer,213.84
1489,4497,2024-12-20,Credit Card,347.62
1490,2513,2024-08-17,PayPal,791.81
1491,2128,2025-01-03,Credit Card,1563.1
1492,4399,2024-07-15,Credit Card,1218.78
1493,4000,2024-03-24,Credit Card,339.57
1494,4981,2024-06-29,PayPal,1182.1
1495,126,2025-01-10,Bank Transfer,881.94
1496,2023,2024-02-19,PayPal,1736.23
1497,832,2024-02-21,Bank Transfer,649.95
1498,635,2024-03-16,Credit Card,948.98
1499,1747,2024-03-09,Credit Card,252.25
1500,450,2024-03-11,Credit Card,1348.01
1501,2870,2024-05-05,Credit Card,493.7
1502,4904,2024-10-02,PayPal,23.37
1503,3189,2024-03-21,Credit Card,630.59
1504,1931,2024-06-17,PayPal,1531.42
1505,2832,2024-06-07,Bank Transfer,932.3
1506,3013,2024-08-31,Credit Card,945.03
1507,4034,2024-02-09,Credit Card,90.25
1508,941,2024-06-07,PayPal,476.23
1509,1861,2024-05-28,Credit Card,34.64
1510,1527,2024-04-20,PayPal,1903.11
1511,4714,2024-11-26,PayPal,557.78
1512,2060,2024-04-26,Credit Card,397.87
1513,1933,2024-07-18,Credit Card,1847.48
1514,2923,2024-05-16,Credit Card,1197.8
1515,4122,2024-08-20,Credit Card,1228.17
1516,4419,2024-10-06,Bank Transfer,616.25
1517,1156,2024-04-09,PayPal,1318.89
1518,1618,2024-11-29,Credit Card,748.55
1519,1739,2024-03-08,Credit Card,1194.15
1520,241,2024-05-20,Credit Card,1291.22
1521,2550,2024-09-23,Bank Transfer,1145.41
1522,2022,2024-09-30,Credit Card,724.45
1523,3121,2024-02-13,Bank Transfer,698.38
1524,3107,2024-03-13,PayPal,1002.36
1525,1698,2024-02-09,PayPal,626.12
1526,1604,2025-01-09,PayPal,185.27
1527,2470,2024-11-16,PayPal,354.15
1528,4220,2024-08-30,Bank Transfer,288.63
1529,1141,2024-07-10,PayPal,1380.14
1530,2530,2024-03-17,Bank Transfer,1326.7
1531,1532,2024-12-15,Bank Transfer,1199.26
1532,4655,2025-02-05,Credit Card,1429.83
1533,4884,2024-07-07,PayPal,723.47
1534,3590,2024-12-06,PayPal,644.26
1535,1966,2024-12-23,Bank Transfer,457.99
1536,1445,2025-01-26,Credit Card,1344.67
1537,4065,2024-12-24,Credit Card,1958.98
1538,3175,2024-05-16,PayPal,32.9
1539,3549,2024-12-25,PayPal,194.9
1540,1608,2024-08-05,Bank Transfer,1891.61
1541,626,2024-11-08,PayPal,576.16
1542,1275,2024-10-01,PayPal,537.35
1543,3771,2024-02-16,Bank Transfer,424.66
1544,3708,2024-06-09,PayPal,48.78
1545,3276,2024-12-30,Credit Card,300.64
1546,172,2024-10-10,Credit Card,1308.47
1547,4679,2024-12-15,Credit Card,520.33
1548,136,2024-10-21,Bank Transfer,705.58
1549,3117,2024-09-30,Bank Transfer,1264.5
1550,1647,2024-09-17,PayPal,1869.99
1551,1370,2024-03-14,PayPal,1866.47
1552,608,2024-06-21,Credit Card,1824.2
1553,3328,2025-01-25,PayPal,1374.74
1554,2334,2024-08-13,Credit Card,787.29
1555,3426,2024-05-06,Bank Transfer,1302.79
1556,3941,2024-09-01,Bank Transfer,1913.37
1557,3923,2024-10-22,Bank Transfer,625.44
1558,3927,2025-02-01,Bank Transfer,1713.91
1559,1524,2024-02-19,PayPal,1199.8
1560,3346,2024-07-06,Bank Transfer,405.08
1561,730,2024-08-03,Bank Transfer,480.28
1562,1808,2024-10-04,Credit Card,986.61
1563,4596,2025-02-07,Bank Transfer,1608.79
1564,4507,2024-09-18,Credit Card,1627.33
1565,3705,2024-07-05,Credit Card,358.61
1566,3417,2024-08-06,Bank Transfer,1724.7
1567,989,2024-10-24,Bank Transfer,1142.01
1568,578,2024-05-08,PayPal,1716.32
1569,2320,2024-07-08,Bank Transfer,206.16
1570,4425,2024-08-02,PayPal,256.87
1571,3766,2024-04-19,PayPal,856.49
1572,1010,2024-02-23,PayPal,1483.25
1573,1711,2024-09-22,Bank Transfer,580.66
1574,2673,2024-10-28,Bank Transfer,317.46
1575,240,2024-07-11,PayPal,1040.56
1576,1507,2024-03-25,Credit Card,1941.97
1577,3756,2024-02-26,Bank Transfer,640.5
1578,3310,2024-12-16,Credit Card,627.56
1579,694,2024-04-19,Credit Card,1139.91
1580,3116,2024-11-30,PayPal,158.47
1581,3020,2024-04-24,Bank Transfer,356.05
1582,1557,2024-08-04,Credit Card,1468.8
1583,3702,2024-04-19,Bank Transfer,1206.21
1584,4483,2024-07-25,Bank Transfer,683.28
1585,355,2024-06-06,PayPal,1145.54
1586,1567,2024-05-05,Credit Card,1631.63
1587,1824,2024-10-27,PayPal,1477.13
1588,3954,2024-04-16,Bank Transfer,1677.16
1589,584,2024-03-02,Credit Card,384.34
1590,1125,2024-06-29,PayPal,440.89
1591,1139,2024-08-24,Credit Card,1749.07
1592,2971,2024-12-15,Bank Transfer,1155.1
1593,2708,2024-07-08,Bank Transfer,1746.88
1594,798,2024-09-16,Bank Transfer,1380.39
1595,4855,2024-09-15,Bank Transfer,325.03
1596,289,2024-07-28,PayPal,321.85
1597,1614,2024-04-10,Credit Card,1583.01
1598,1987,2025-01-21,PayPal,1477.23
1599,1230,2024-05-22,Credit Card,464.13
1600,4432,2025-01-27,Bank Transfer,1357.98
1601,554,2024-06-29,Credit Card,1403.51
1602,1976,2024-10-06,Bank Transfer,1533.79
1603,4773,2024-08-09,PayPal,1530.93
1604,3847,2024-03-20,Credit Card,1091.33
1605,3750,2024-10-24,Bank Transfer,331.52
1606,4517,2025-01-01,PayPal,792.24
1607,3585,2024-11-27,Bank Transfer,1646.82
1608,2015,2024-10-16,PayPal,35.22
1609,4517,2024-06-29,Bank Transfer,600.24
1610,1067,2024-06-28,Bank Transfer,1545.35
1611,3344,2025-01-29,PayPal,226.02
1612,2095,2024-10-30,Bank Transfer,535.23
1613,4170,2024-07-30,PayPal,690.84
1614,2219,2024-10-06,Credit Card,66.8
1615,3301,2024-04-24,Credit Card,1643.73
1616,3131,2024-04-09,Bank Transfer,147.88
1617,4564,2024-12-03,Bank Transfer,611.55
1618,4637,2025-01-14,Bank Transfer,1259.96
1619,4814,2024-08-16,Bank Transfer,1412.0
1620,1157,2024-08-08,Credit Card,362.89
1621,4835,2024-02-11,Bank Transfer,176.69
1622,1708,2024-03-26,Credit Card,1523.22
1623,4242,2024-03-24,PayPal,490.48
1624,1790,2024-10-30,Bank Transfer,256.89
1625,2373,2024-06-18,Credit Card,1166.82
1626,4504,2024-06-07,Credit Card,1514.5
1627,619,2024-10-29,Bank Transfer,1920.99
1628,3589,2024-10-06,Bank Transfer,832.22
1629,1598,2024-03-17,Credit Card,1258.79
1630,11,2024-12-28,PayPal,1511.02
1631,2291,2024-08-08,Bank Transfer,1919.77
1632,433,2024-10-28,PayPal,580.09
1633,1400,2024-08-20,PayPal,211.7
1634,4839,2024-04-28,Credit Card,1149.35
1635,49,2024-10-08,Credit Card,1418.2
1636,2302,2024-12-18,Bank Transfer,542.13
1637,914,2024-04-20,PayPal,191.21
1638,3095,2024-11-18,Bank Transfer,441.94
1639,3347,2024-12-29,Credit Card,560.56
1640,477,2025-01-04,Bank Transfer,1487.13
1641,2708,2024-07-18,Credit Card,1890.0
1642,3505,2024-02-10,Credit Card,282.78
1643,4145,2024-12-22,Credit Card,407.71
1644,115,2024-09-23,Bank Transfer,653.87
1645,2411,2024-07-22,Credit Card,94.56
1646,3899,2024-08-24,PayPal,1855.86
1647,1436,2024-06-20,PayPal,1708.99
1648,2742,2024-07-15,Bank Transfer,550.15
1649,2674,2024-08-24,Credit Card,733.05
1650,4376,2024-09-10,Credit Card,1062.25
1651,686,2024-11-02,PayPal,483.85
1652,4040,2024-09-04,Bank Transfer,165.08
1653,972,2025-01-10,PayPal,580.09
1654,2278,2024-10-14,Bank Transfer,878.78
1655,4100,2024-11-01,PayPal,1615.71
1656,872,2024-09-09,Credit Card,357.8
1657,481,2024-07-21,Credit Card,1556.58
1658,1457,2024-11-27,Bank Transfer,1304.79
1659,2773,2024-03-04,Bank Transfer,1549.29
1660,2793,2024-02-22,Bank Transfer,259.14
1661,807,2025-02-03,Bank Transfer,747.92
1662,666,2024-11-28,Credit Card,1656.75
1663,436,2024-08-30,Credit Card,584.77
1664,374,2024-06-21,Credit Card,398.81
1665,3037,2024-10-27,Credit Card,1782.19
1666,4851,2024-09-30,PayPal,1028.56
1667,4180,2024-08-11,Bank Transfer,49.2
1668,2218,2024-04-26,Credit Card,1084.94
1669,1152,2025-02-08,Bank Transfer,499.82
1670,3513,2024-06-22,Credit Card,1628.0
1671,3270,2024-08-21,PayPal,1637.56
1672,3238,2024-07-04,Credit Card,302.86
1673,779,2024-08-12,PayPal,1130.74
1674,1476,2025-01-08,PayPal,1066.78
1675,4545,2024-12-27,Bank Transfer,563.81
1676,3839,2024-12-22,Bank Transfer,1547.52
1677,3768,2025-01-31,Credit Card,1099.66
1678,1629,2024-12-27,Bank Transfer,474.5
1679,4085,2024-09-25,Bank Transfer,1798.36
1680,375,2024-06-01,PayPal,1950.18
1681,104,2024-12-27,Bank Transfer,1639.75
1682,2094,2024-05-01,PayPal,480.54
1683,14,2024-11-05,Bank Transfer,1118.41
1684,1514,2025-01-29,Bank Transfer,345.93
1685,774,2024-04-24,Credit Card,245.2
1686,645,2025-01-06,Bank Transfer,610.17
1687,4188,2024-07-17,Credit Card,635.87
1688,757,2024-05-25,Bank Transfer,615.77
1689,1918,2024-05-24,Credit Card,562.58
1690,2422,2025-01-17,PayPal,775.94
1691,3805,2024-08-19,Bank Transfer,1261.03
1692,2431,2024-02-28,Credit Card,1596.89
1693,4609,2024-04-14,PayPal,457.71
1694,4749,2024-07-06,Credit Card,1526.25
1695,750,2024-04-26,Bank Transfer,914.15
1696,4309,2024-04-07,Bank Transfer,1466.16
1697,1853,2024-08-17,Credit Card,567.98
1698,60,2024-07-11,Credit Card,531.47
1699,2983,2024-12-31,Credit Card,1339.91
1700,1623,2024-08-18,Bank Transfer,106.69
1701,216,2024-10-21,PayPal,1556.6
1702,3197,2024-07-22,Credit Card,963.88
1703,3172,2025-01-17,Bank Transfer,1861.01
1704,3177,2024-12-16,Bank Transfer,1452.2
1705,4558,2024-12-02,Bank Transfer,549.91
1706,3390,2025-01-13,PayPal,1596.44
1707,4412,2024-06-24,Bank Transfer,1825.11
1708,254,2024-09-26,Bank Transfer,1053.97
1709,1037,2024-07-10,Bank Transfer,632.85
1710,4287,2024-12-18,Credit Card,1033.54
1711,4380,2025-01-12,PayPal,1156.7
1712,4951,2024-12-15,Credit Card,468.12
1713,2301,2024-05-21,PayPal,1795.63
1714,457,2024-11-20,PayPal,752.37
1715,1165,2024-06-18,PayPal,1006.96
1716,3779,2024-08-28,Credit Card,184.22
1717,1823,2024-07-30,Bank Transfer,831.65
1718,1606,2024-10-20,Bank Transfer,1930.82
1719,1252,2024-11-22,Credit Card,1420.19
1720,4776,2024-07-08,Credit Card,828.17
1721,2233,2024-07-07,Bank Transfer,1360.52
1722,2413,2024-10-06,Credit Card,964.59
1723,1291,2024-05-19,Credit Card,155.18
1724,235,2024-12-23,Credit Card,888.98
1725,3198,2024-09-22,PayPal,1977.54
1726,4318,2024-10-11,PayPal,500.71
1727,3588,2024-05-21,Credit Card,217.74
1728,4470,2024-07-29,PayPal,1577.63
1729,4719,2024-11-24,Credit Card,1687.76
1730,4208,2024-03-10,PayPal,1458.76
1731,418,2024-06-23,PayPal,973.22
1732,3000,2024-06-25,Bank Transfer,924.06
1733,1302,2024-12-31,PayPal,648.91
1734,2839,2024-10-10,PayPal,1716.73
1735,2280,2024-12-19,Credit Card,1367.57
1736,2585,2024-11-21,PayPal,791.72
1737,3749,2024-05-11,Credit Card,683.64
1738,919,2024-05-25,Credit Card,1647.92
1739,1150,2025-01-05,Credit Card,1875.65
1740,148,2024-07-30,Credit Card,1054.17
1741,145,2025-01-26,Bank Transfer,688.44
1742,4313,2024-05-17,Bank Transfer,399.69
1743,3009,2025-01-09,Bank Transfer,857.07
1744,4831,2024-06-12,Credit Card,1611.93
1745,3353,2024-10-17,Credit Card,735.85
1746,2778,2024-02-23,Credit Card,703.49
1747,3450,2024-11-13,Credit Card,711.89
1748,1947,2024-10-13,Credit Card,707.49
1749,4976,2024-03-30,Bank Transfer,1036.26
1750,2115,2024-05-17,Bank Transfer,113.4
1751,4225,2024-02-18,PayPal,149.85
1752,3532,2024-12-05,Bank Transfer,1524.8
1753,4232,2024-06-29,Bank Transfer,1913.44
1754,83,2024-05-12,PayPal,424.23
1755,1189,2024-07-29,Credit Card,1193.48
1756,4064,2024-08-19,Bank Transfer,759.82
1757,1072,2024-04-14,Credit Card,1388.06
1758,28,2024-09-29,Credit Card,1429.69
1759,1795,2024-10-17,Bank Transfer,1097.38
1760,1780,2024-02-11,Credit Card,1138.9
1761,2299,2024-09-13,Credit Card,113.93
1762,4014,2024-11-16,PayPal,702.5
1763,2534,2024-05-24,Bank Transfer,1841.35
1764,4647,2024-10-29,Bank Transfer,1668.97
1765,869,2024-12-28,PayPal,103.91
1766,2779,2024-11-25,PayPal,679.0
1767,4,2024-08-30,Credit Card,1671.5
1768,3688,2024-10-03,Bank Transfer,987.12
1769,4898,2024-07-12,Credit Card,1229.17
1770,462,2024-06-10,Credit Card,1370.75
1771,3777,2025-01-15,Bank Transfer,1211.69
1772,57,2024-05-07,PayPal,794.0
1773,3236,2024-10-15,Bank Transfer,1720.31
1774,4874,2024-10-08,Bank Transfer,1822.58
1775,4230,2024-05-19,Credit Card,1541.36
1776,3441,2024-06-17,PayPal,1070.65
1777,4431,2025-01-14,Credit Card,773.18
1778,3347,2024-02-19,Bank Transfer,1820.59
1779,3397,2024-05-11,Credit Card,837.77
1780,1589,2024-07-29,PayPal,1908.09
1781,3892,2024-12-17,Credit Card,921.72
1782,3750,2024-12-21,PayPal,386.73
1783,3368,2024-06-23,Bank Transfer,1847.42
1784,4674,2024-05-27,Bank Transfer,612.32
1785,1474,2024-09-11,Bank Transfer,781.77
1786,814,2025-01-10,PayPal,1712.12
1787,4426,2025-02-08,Bank Transfer,1235.94
1788,4423,2024-02-21,Bank Transfer,1463.22
1789,2170,2024-12-05,Credit Card,1386.51
1790,2113,2024-08-14,PayPal,1668.19
1791,3643,2024-08-30,PayPal,90.18
1792,313,2024-02-11,Bank Transfer,1613.18
1793,3871,2024-07-03,PayPal,1865.4
1794,336,2024-05-08,PayPal,871.31
1795,2176,2024-09-02,PayPal,1688.34
1796,4377,2024-05-02,Credit Card,1096.08
1797,4397,2024-04-26,Bank Transfer,1325.34
1798,3158,2024-11-18,PayPal,1042.86
1799,4848,2024-09-03,Bank Transfer,748.64
1800,205,2024-07-02,Credit Card,466.95
1801,4703,2025-02-02,Credit Card,1841.88
1802,1646,2024-07-14,Bank Transfer,933.38
1803,3591,2024-09-21,PayPal,1679.07
1804,662,2024-04-22,PayPal,1753.83
1805,180,2024-04-21,Credit Card,496.7
1806,4407,2024-11-15,PayPal,439.35
1807,1430,2024-10-01,Bank Transfer,1334.23
1808,616,2024-03-26,PayPal,52.97
1809,3199,2024-05-15,Credit Card,637.68
1810,4366,2024-07-16,PayPal,1380.91
1811,1606,2024-09-29,PayPal,1684.56
1812,1516,2024-07-05,Credit Card,832.89
1813,1332,2024-06-05,PayPal,1833.05
1814,1906,2024-11-22,Credit Card,1013.07
1815,4674,2024-08-30,Credit Card,498.96
1816,2610,2024-02-25,PayPal,633.57
1817,4097,2024-11-05,PayPal,1610.9
1818,2040,2025-01-30,Credit Card,1673.5
1819,345,2024-05-26,Bank Transfer,657.32
1820,4926,2024-12-20,PayPal,1133.01
1821,834,2024-12-08,PayPal,931.78
1822,1542,2024-02-20,Credit Card,1568.0
1823,3869,2024-08-11,Bank Transfer,1865.28
1824,4694,2024-05-04,Bank Transfer,170.46
1825,4679,2024-08-05,Bank Transfer,1289.21
1826,4104,2024-04-30,PayPal,805.65
1827,3436,2024-03-01,Credit Card,941.44
1828,4889,2024-12-16,Bank Transfer,757.01
1829,760,2025-01-14,Credit Card,446.46
1830,2877,2024-05-25,PayPal,1463.59
1831,1336,2024-03-13,PayPal,975.23
1832,3260,2024-06-24,Credit Card,156.54
1833,4875,2024-02-09,Credit Card,302.13
1834,212,2024-11-15,PayPal,918.19
1835,4837,2025-01-15,Bank Transfer,699.99
1836,191,2024-07-08,Credit Card,1612.21
1837,2104,2024-05-03,PayPal,562.88
1838,2822,2024-04-17,PayPal,1705.86
1839,3132,2024-12-19,Bank Transfer,491.71
1840,3067,2024-11-09,Bank Transfer,908.67
1841,1282,2024-05-19,PayPal,758.46
1842,1268,2024-12-30,Credit Card,63.05
1843,931,2024-02-20,PayPal,652.25
1844,4656,2024-06-10,Credit Card,1648.31
1845,4599,2024-03-20,Credit Card,1137.61
1846,180,2024-02-26,PayPal,403.89
1847,240,2024-12-16,Credit Card,1493.68
1848,3917,2024-11-21,Bank Transfer,796.99
1849,237,2025-01-15,Bank Transfer,923.66
1850,40,2024-04-03,Bank Transfer,1670.22
1851,1251,2024-07-16,Bank Transfer,572.88
1852,4980,2024-06-28,Credit Card,1665.15
1853,1154,2024-08-27,Credit Card,1303.14
1854,3946,2024-05-08,PayPal,852.48
1855,3899,2025-01-11,Bank Transfer,1849.54
1856,3080,2024-09-02,PayPal,1733.41
1857,2664,2024-08-02,Credit Card,1664.9
1858,2272,2024-10-11,Credit Card,1935.87
1859,2405,2024-09-21,Bank Transfer,580.18
1860,3429,2024-07-25,Bank Transfer,1954.48
1861,4951,2024-04-28,Bank Transfer,1945.65
1862,289,2024-04-27,PayPal,893.79
1863,3902,2025-01-19,Bank Transfer,1871.93
1864,3582,2024-06-01,PayPal,1068.72
1865,3597,2025-02-02,Bank Transfer,756.0
1866,2452,2024-07-11,PayPal,193.76
1867,4766,2024-08-08,Credit Card,568.54
1868,3674,2024-05-28,Bank Transfer,499.31
1869,3162,2024-10-17,Bank Transfer,1369.22
1870,4584,2024-07-23,PayPal,200.58
1871,2834,2024-05-22,Credit Card,383.51
1872,4272,2024-11-03,PayPal,1951.21
1873,1703,2024-12-11,PayPal,233.57
1874,4512,2025-01-23,PayPal,971.48
1875,3222,2024-07-11,Credit Card,533.98
1876,557,2025-01-09,PayPal,583.6
1877,3920,2024-07-25,Bank Transfer,980.74
1878,2463,2024-11-24,PayPal,1882.71
1879,1613,2024-02-23,Bank Transfer,902.63
1880,634,2024-05-15,Credit Card,402.67
