order_id,customer_id,order_date,total_amount,status
1279,833,2024-04-24,365.91,Pending
1280,873,2024-03-27,595.32,Delivered
1281,437,2024-06-16,1482.31,Pending
1282,872,2024-12-29,1521.24,Pending
1283,10,2024-04-12,1706.96,Shipped
1284,337,2024-11-10,727.9,Cancelled
1285,979,2024-06-16,1251.18,Pending
1286,382,2024-07-02,1633.63,Shipped
1287,117,2024-04-11,813.54,Cancelled
1288,279,2024-11-06,1674.7,Cancelled
1289,820,2024-05-13,855.04,Shipped
1290,116,2024-11-05,282.37,Pending
1291,966,2024-04-12,1691.81,Pending
1292,427,2024-03-31,1824.23,Cancelled
1293,822,2024-10-22,1146.51,Cancelled
1294,186,2024-12-13,1230.42,Delivered
1295,627,2024-09-10,77.06,Shipped
1296,495,2025-02-06,1842.39,Pending
1297,909,2024-02-27,834.34,Pending
1298,65,2024-06-13,537.99,Delivered
1299,13,2024-08-22,1415.04,Shipped
1300,979,2024-12-30,1346.29,Delivered
1301,532,2024-09-08,1055.74,Pending
1302,444,2024-04-23,1330.19,Shipped
1303,494,2024-08-04,704.58,Cancelled
1304,153,2024-10-17,1681.29,Pending
1305,12,2024-07-30,1293.93,Shipped
1306,518,2024-10-12,1700.71,Cancelled
1307,891,2024-06-06,347.5,Cancelled
1308,329,2024-05-10,496.97,Delivered
1309,52,2024-06-23,1023.72,Cancelled
1310,413,2025-01-31,1637.86,Pending
1311,471,2024-05-24,899.49,Cancelled
1312,91,2024-11-22,1716.05,Cancelled
1313,324,2024-03-02,255.04,Cancelled
1314,764,2024-11-06,1313.68,Pending
1315,414,2025-01-04,836.43,Pending
1316,846,2024-11-11,199.97,Delivered
1317,912,2024-06-06,1026.51,Shipped
1318,671,2024-08-19,1349.52,Delivered
1319,373,2024-07-15,1654.12,Shipped
1320,865,2024-04-16,919.83,Cancelled
1321,734,2025-02-07,1321.19,Cancelled
1322,117,2024-06-19,212.93,Shipped
1323,3,2024-11-24,695.89,Delivered
1324,561,2025-01-12,1053.53,Pending
1325,47,2024-10-28,1795.82,Cancelled
1326,144,2024-04-26,1647.24,Cancelled
1327,110,2024-09-27,523.49,Shipped
1328,193,2024-06-29,259.08,Cancelled
1329,221,2024-02-27,924.95,Shipped
1330,734,2024-12-04,689.11,Cancelled
1331,48,2024-03-21,1854.72,Pending
1332,791,2024-03-13,1785.67,Cancelled
1333,675,2024-03-24,1186.85,Shipped
1334,987,2025-01-29,1007.68,Pending
1335,567,2024-06-16,1871.91,Cancelled
1336,947,2024-12-06,1026.5,Shipped
1337,709,2024-04-10,1165.54,Shipped
1338,107,2024-12-22,787.06,Delivered
1339,517,2024-06-14,1765.15,Cancelled
1340,624,2024-06-12,1833.5,Shipped
1341,281,2024-08-23,807.78,Delivered
1342,994,2024-11-01,602.46,Shipped
1343,142,2024-07-27,837.24,Delivered
1344,864,2024-12-29,1408.96,Delivered
1345,729,2024-04-19,1478.9,Shipped
1346,206,2024-08-06,435.23,Delivered
1347,704,2024-07-30,703.68,Shipped
1348,728,2024-11-08,1307.17,Shipped
1349,516,2024-09-06,1094.13,Delivered
1350,728,2024-09-10,248.5,Delivered
1351,576,2024-09-05,971.13,Cancelled
1352,691,2024-04-17,1500.78,Delivered
1353,899,2024-07-14,1697.66,Pending
1354,536,2024-02-24,230.81,Cancelled
1355,149,2024-05-04,125.07,Pending
1356,205,2024-03-12,548.62,Shipped
1357,294,2024-07-30,1373.11,Shipped
1358,860,2024-05-26,142.82,Delivered
1359,209,2024-09-02,1512.12,Pending
1360,368,2024-09-24,1631.77,Pending
1361,631,2024-02-16,1738.71,Shipped
1362,761,2024-05-11,1301.3,Cancelled
1363,244,2024-02-16,1031.63,Delivered
1364,710,2024-05-17,1335.7,Cancelled
1365,397,2025-01-26,844.8,Delivered
1366,990,2024-06-27,1113.21,Pending
1367,762,2024-12-16,517.66,Cancelled
1368,850,2025-01-24,466.59,Delivered
1369,774,2024-09-03,1185.0,Shipped
1370,795,2025-01-19,1455.33,Shipped
1371,302,2024-12-14,908.65,Pending
1372,192,2024-08-24,1925.7,Pending
1373,387,2024-02-11,100.46,Delivered
1374,570,2024-11-09,543.19,Shipped
1375,599,2024-11-29,1695.11,Pending
1376,339,2024-09-26,943.34,Shipped
1377,41,2024-08-09,324.33,Delivered
1378,612,2024-03-25,120.69,Delivered
1379,503,2024-12-29,1584.02,Delivered
1380,75,2024-09-07,1572.38,Delivered
1381,539,2024-07-25,455.52,Shipped
1382,534,2024-03-06,154.99,Shipped
1383,426,2024-12-15,1095.3,Cancelled
1384,95,2025-01-19,711.82,Shipped
1385,680,2025-01-03,677.13,Delivered
1386,301,2025-01-01,452.52,Cancelled
1387,575,2024-06-08,1650.9,Pending
1388,118,2024-12-26,1344.5,Cancelled
1389,247,2025-01-23,1810.9,Shipped
1390,982,2024-03-30,98.96,Delivered
1391,391,2024-04-18,1833.55,Pending
1392,396,2024-10-02,528.05,Delivered
1393,26,2025-01-20,1824.45,Delivered
1394,527,2024-05-04,1609.58,Cancelled
1395,499,2024-06-30,106.83,Shipped
1396,329,2024-11-07,1037.51,Pending
1397,172,2024-06-15,1943.82,Pending
1398,642,2024-11-03,149.63,Shipped
1399,886,2024-12-03,1377.1,Pending
1400,211,2024-06-02,1084.75,Cancelled
1401,663,2024-10-22,1637.17,Pending
1402,765,2024-11-18,1378.37,Pending
1403,471,2024-06-29,1439.4,Pending
1404,90,2024-09-27,165.03,Shipped
1405,814,2025-01-15,518.78,Pending
1406,589,2024-04-19,1646.81,Delivered
1407,418,2024-02-26,788.3,Cancelled
1408,444,2024-06-14,646.48,Cancelled
1409,690,2024-11-21,254.25,Pending
1410,657,2024-12-13,1446.17,Pending
1411,775,2024-06-24,1496.98,Pending
1412,718,2024-09-14,1699.54,Delivered
1413,951,2024-07-15,1015.62,Delivered
1414,806,2024-07-30,1378.04,Pending
1415,289,2024-06-12,1535.24,Cancelled
1416,391,2024-07-30,802.32,Pending
1417,486,2024-08-19,329.52,Shipped
1418,140,2024-09-28,1498.57,Delivered
1419,984,2024-10-01,1275.41,Delivered
1420,694,2025-01-05,1776.22,Delivered
1421,981,2024-03-14,1899.94,Shipped
1422,127,2024-03-21,102.71,Cancelled
1423,551,2024-10-30,1104.1,Pending
1424,313,2024-04-22,435.9,Delivered
1425,217,2024-12-09,837.06,Shipped
1426,165,2024-08-01,384.31,Delivered
1427,199,2024-09-26,246.95,Pending
1428,872,2024-12-14,1507.06,Cancelled
1429,661,2024-09-08,1108.34,Delivered
1430,688,2024-05-05,153.38,Pending
1431,203,2024-02-16,1456.67,Cancelled
1432,975,2024-11-10,675.08,Shipped
1433,688,2024-06-06,1317.84,Pending
1434,292,2024-11-29,1246.64,Shipped
1435,326,2024-06-16,982.01,Delivered
1436,632,2024-08-08,1325.66,Shipped
1437,580,2024-07-17,1142.39,Delivered
1438,982,2024-04-04,868.05,Pending
1439,321,2024-07-29,507.43,Shipped
1440,730,2025-01-13,1484.84,Cancelled
1441,284,2024-05-16,1683.42,Shipped
1442,696,2024-06-14,1471.29,Cancelled
1443,474,2024-12-02,901.81,Delivered
1444,499,2025-01-11,1112.31,Shipped
1445,662,2024-10-31,1221.12,Delivered
1446,880,2024-03-20,1656.36,Shipped
1447,270,2024-03-14,1472.42,Pending
1448,745,2024-07-09,169.29,Pending
1449,870,2024-02-09,1024.21,Pending
1450,833,2024-09-09,1172.14,Cancelled
1451,788,2024-09-17,1188.27,Pending
1452,565,2025-01-20,536.02,Cancelled
1453,670,2025-01-03,1554.89,Delivered
1454,402,2024-06-26,462.15,Delivered
1455,138,2024-09-02,940.11,Pending
1456,407,2024-09-17,740.45,Pending
1457,679,2024-08-07,492.98,Shipped
1458,776,2025-01-28,1037.99,Cancelled
1459,164,2024-02-24,374.71,Shipped
1460,754,2024-12-14,1469.37,Delivered
1461,42,2024-11-28,453.26,Cancelled
1462,238,2024-03-22,144.47,Delivered
1463,240,2025-01-15,104.76,Shipped
1464,531,2024-06-23,1817.3,Delivered
1465,398,2024-10-22,949.95,Cancelled
1466,903,2025-02-03,111.95,Delivered
1467,106,2024-04-14,1413.4,Delivered
1468,855,2024-04-19,1488.98,Shipped
1469,386,2024-03-25,1314.28,Delivered
1470,602,2024-12-06,1313.61,Pending
1471,530,2024-04-28,518.14,Shipped
1472,529,2024-04-27,823.57,Delivered
1473,499,2024-07-05,1589.46,Pending
1474,514,2024-11-10,1766.43,Cancelled
1475,170,2024-08-29,475.38,Delivered
1476,217,2024-09-27,317.48,Shipped
1477,371,2024-12-06,1212.0,Pending
1478,677,2024-07-04,476.09,Delivered
1479,738,2024-03-03,244.41,Cancelled
1480,491,2024-02-12,437.19,Shipped
1481,663,2025-01-29,1670.06,Pending
1482,250,2024-08-26,105.43,Shipped
1483,138,2024-04-25,1266.49,Pending
1484,913,2024-05-24,1153.09,Pending
1485,171,2024-08-05,531.35,Shipped
1486,530,2024-07-26,1917.31,Pending
1487,900,2024-10-30,1444.7,Delivered
1488,970,2024-11-25,189.78,Cancelled
1489,622,2024-03-07,1985.7,Cancelled
1490,175,2024-03-30,454.34,Cancelled
1491,616,2024-10-26,302.57,Shipped
1492,639,2024-08-24,1326.1,Delivered
1493,172,2024-10-12,1453.89,Delivered
1494,945,2024-09-20,917.87,Pending
1495,236,2025-01-18,768.86,Shipped
1496,112,2024-08-27,52.79,Cancelled
1497,847,2024-09-23,316.13,Pending
1498,182,2024-10-05,962.22,Pending
1499,899,2024-11-15,1572.06,Pending
1500,96,2024-05-07,974.84,Shipped
1501,924,2024-02-11,1214.88,Pending
1502,919,2024-11-01,1876.71,Cancelled
1503,535,2025-01-31,852.95,Pending
1504,715,2024-08-19,1069.04,Shipped
1505,961,2024-05-28,1608.55,Cancelled
1506,359,2024-07-09,1186.32,Pending
1507,436,2025-01-24,285.09,Cancelled
1508,785,2024-03-21,480.38,Pending
1509,291,2024-11-22,1204.62,Cancelled
1510,264,2024-03-25,394.26,Pending
1511,592,2024-11-25,1054.63,Pending
1512,385,2024-05-14,1316.0,Delivered
1513,419,2024-11-18,737.29,Shipped
1514,437,2024-12-30,1310.12,Delivered
1515,268,2024-09-18,1712.85,Cancelled
1516,579,2024-09-30,743.98,Delivered
1517,697,2024-11-28,806.96,Shipped
1518,424,2024-10-14,1113.17,Cancelled
1519,184,2024-08-13,753.02,Cancelled
1520,260,2024-09-20,1977.25,Delivered
1521,793,2025-01-17,1416.88,Shipped
1522,876,2025-01-08,1730.38,Pending
1523,766,2025-01-02,474.95,Shipped
1524,103,2024-09-26,444.63,Cancelled
1525,805,2024-03-29,690.11,Pending
1526,165,2024-08-08,790.43,Pending
1527,824,2024-03-20,200.36,Shipped
1528,483,2024-10-11,1853.21,Cancelled
1529,91,2025-01-25,146.88,Shipped
1530,380,2025-02-03,178.48,Pending
1531,742,2024-06-15,780.97,Cancelled
1532,629,2024-11-05,1319.23,Delivered
1533,729,2024-07-10,1927.79,Pending
1534,969,2025-02-06,1551.74,Shipped
1535,656,2024-02-27,998.85,Pending
1536,207,2025-01-28,1704.12,Delivered
1537,200,2024-12-09,86.55,Shipped
1538,630,2025-01-06,355.58,Pending
1539,369,2025-01-03,493.73,Pending
1540,1000,2024-05-04,331.74,Delivered
1541,799,2024-05-01,810.88,Cancelled
1542,416,2024-08-29,1180.44,Pending
1543,755,2024-10-28,1413.17,Pending
1544,563,2024-08-15,583.3,Delivered
1545,356,2024-11-25,1927.31,Delivered
1546,232,2024-09-06,1220.6,Shipped
1547,466,2025-01-16,1860.83,Pending
1548,268,2024-08-28,366.57,Pending
1549,573,2024-10-28,163.32,Delivered
1550,349,2024-06-25,1895.09,Delivered
1551,898,2025-01-16,1085.05,Delivered
1552,711,2024-12-26,896.68,Cancelled
1553,577,2024-04-05,977.59,Shipped
1554,776,2024-08-26,692.53,Cancelled
1555,698,2024-06-29,932.23,Pending
1556,494,2024-11-20,250.21,Pending
1557,392,2024-10-15,1274.65,Shipped
1558,694,2024-09-13,1408.33,Delivered
1559,423,2025-01-08,1911.78,Pending
1560,718,2024-10-04,1667.71,Shipped
1561,295,2024-08-25,204.16,Delivered
1562,78,2024-07-12,1118.01,Shipped
1563,488,2024-08-26,641.47,Shipped
1564,916,2024-10-19,1155.95,Shipped
1565,970,2024-03-20,1497.39,Shipped
1566,511,2024-09-08,1479.48,Shipped
1567,754,2024-12-05,499.27,Delivered
1568,212,2024-12-02,473.83,Shipped
1569,857,2024-05-19,1244.82,Shipped
1570,798,2024-12-06,231.24,Pending
1571,693,2024-05-10,1912.44,Cancelled
1572,629,2024-09-19,33.11,Pending
1573,869,2024-08-08,974.94,Delivered
1574,505,2024-07-11,1798.28,Delivered
1575,503,2024-11-05,382.09,Delivered
1576,408,2024-05-13,459.74,Shipped
1577,56,2024-02-28,1060.96,Cancelled
1578,490,2024-11-11,1880.52,Pending
1579,515,2025-01-27,707.63,Shipped
1580,469,2025-01-22,1953.48,Cancelled
1581,324,2024-09-16,1384.64,Pending
1582,691,2024-02-12,437.29,Pending
1583,334,2024-10-16,735.97,Delivered
1584,192,2024-02-10,1106.16,Shipped
1585,276,2024-08-09,953.26,Delivered
1586,375,2024-05-11,384.15,Cancelled
1587,216,2024-08-19,849.8,Delivered
1588,374,2024-09-24,1711.57,Delivered
1589,462,2024-05-29,376.18,Shipped
1590,590,2024-10-05,1378.3,Pending
1591,739,2024-09-22,554.5,Shipped
1592,569,2024-10-03,875.79,Cancelled
1593,201,2025-01-03,308.77,Shipped
1594,485,2024-12-09,1615.22,Shipped
1595,432,2024-11-17,1009.2,Delivered
1596,805,2024-10-19,983.51,Delivered
1597,576,2024-12-24,1719.83,Pending
1598,408,2024-06-03,215.97,Shipped
1599,62,2024-12-08,446.63,Delivered
1600,488,2024-05-26,1681.16,Pending
1601,461,2024-06-09,1494.29,Delivered
1602,370,2024-08-06,733.41,Delivered
1603,353,2024-10-31,59.27,Pending
1604,360,2025-01-23,1737.39,Shipped
1605,591,2024-10-15,1160.27,Shipped
1606,800,2024-10-22,583.53,Delivered
1607,690,2024-05-17,1030.68,Cancelled
1608,911,2025-01-11,175.25,Delivered
1609,475,2024-12-15,1270.79,Shipped
1610,890,2024-06-08,351.8,Delivered
1611,432,2024-05-26,1269.92,Cancelled
1612,870,2024-03-22,1816.0,Pending
1613,166,2025-01-04,700.38,Delivered
1614,325,2024-02-25,1312.97,Delivered
1615,620,2024-08-02,1296.4,Delivered
1616,909,2024-07-14,900.9,Delivered
1617,766,2024-09-21,1182.1,Cancelled
1618,424,2025-01-25,351.29,Pending
1619,129,2024-12-26,1460.99,Delivered
1620,964,2024-04-15,1492.87,Pending
1621,216,2024-11-23,350.48,Pending
1622,98,2024-07-23,146.31,Cancelled
1623,562,2024-04-01,126.57,Cancelled
1624,537,2024-07-07,1534.69,Pending
1625,107,2024-10-14,539.66,Shipped
1626,87,2024-12-04,1316.57,Cancelled
1627,317,2025-02-02,474.12,Delivered
1628,454,2024-06-21,1260.43,Shipped
1629,540,2024-05-29,1680.27,Pending
1630,36,2024-10-20,1333.83,Delivered
1631,885,2024-05-09,962.79,Delivered
1632,562,2024-06-03,900.79,Shipped
1633,606,2024-12-03,1203.22,Cancelled
1634,537,2024-08-02,1286.78,Delivered
1635,931,2024-12-27,707.39,Shipped
1636,825,2024-06-25,197.32,Delivered
1637,375,2024-09-16,836.16,Shipped
1638,311,2024-03-22,40.9,Shipped
1639,353,2024-11-02,587.79,Pending
1640,705,2024-07-09,1845.74,Cancelled
1641,307,2024-02-21,38.08,Cancelled
1642,818,2025-02-06,599.99,Shipped
1643,816,2024-12-15,34.29,Delivered
1644,194,2024-11-19,835.24,Cancelled
1645,405,2024-05-19,514.79,Cancelled
1646,849,2024-05-15,769.15,Delivered
1647,82,2024-06-20,856.03,Shipped
1648,530,2024-09-21,1533.79,Delivered
1649,292,2024-10-19,1303.94,Delivered
1650,423,2025-01-31,392.24,Pending
1651,187,2024-08-27,290.52,Pending
1652,653,2024-04-30,921.58,Cancelled
1653,279,2025-01-31,1406.94,Cancelled
1654,193,2024-10-03,654.87,Shipped
1655,51,2024-08-27,1940.04,Pending
1656,191,2024-06-15,1945.22,Delivered
1657,276,2024-10-09,267.58,Cancelled
1658,745,2024-10-13,36.24,Pending
1659,155,2024-11-10,49.16,Shipped
1660,351,2025-01-08,852.08,Cancelled
1661,381,2024-09-16,938.1,Pending
1662,339,2024-11-22,178.84,Shipped
1663,58,2024-03-01,547.68,Cancelled
1664,74,2024-08-06,1095.52,Shipped
1665,197,2024-12-20,1793.48,Delivered
1666,837,2024-10-01,775.52,Pending
1667,125,2024-11-08,1949.71,Shipped
1668,395,2024-12-09,1547.03,Cancelled
1669,254,2024-09-18,1480.49,Pending
1670,204,2024-07-24,932.45,Pending
1671,534,2024-06-29,1338.7,Shipped
1672,485,2024-08-23,790.46,Delivered
1673,959,2025-01-06,659.67,Pending
1674,763,2024-06-10,1876.09,Pending
1675,260,2024-08-01,972.83,Delivered
1676,204,2024-08-24,733.64,Pending
1677,885,2024-11-28,1340.06,Pending
1678,242,2024-05-05,1273.16,Delivered
1679,16,2025-02-01,351.37,Delivered
1680,599,2024-10-26,256.91,Shipped
1681,10,2024-08-19,1938.29,Cancelled
1682,705,2024-06-16,1200.5,Delivered
1683,790,2024-07-19,197.17,Shipped
1684,512,2024-10-24,200.98,Delivered
1685,954,2024-12-14,1939.91,Pending
1686,62,2024-09-10,723.92,Shipped
1687,719,2024-03-07,1081.98,Pending
1688,129,2024-07-04,985.93,Delivered
1689,572,2024-08-12,1581.35,Delivered
1690,825,2024-08-31,1785.76,Shipped
1691,22,2024-06-08,1384.71,Delivered
1692,742,2024-12-24,286.77,Pending
1693,497,2024-05-03,1419.12,Delivered
1694,556,2024-06-07,1400.13,Shipped
1695,581,2024-10-28,389.52,Delivered
1696,332,2024-02-24,1470.16,Delivered
1697,889,2024-08-16,1666.07,Shipped
1698,71,2024-12-31,1071.65,Cancelled
1699,303,2024-11-04,1642.45,Delivered
1700,465,2024-04-30,21.43,Cancelled
1701,752,2024-03-02,387.36,Pending
1702,635,2024-07-29,1716.52,Shipped
1703,329,2024-10-19,1447.59,Cancelled
1704,195,2024-10-26,1057.66,Cancelled
1705,785,2024-03-18,1111.91,Delivered
1706,331,2024-12-18,831.41,Delivered
1707,114,2024-11-01,210.59,Pending
1708,45,2024-12-31,1673.68,Shipped
1709,183,2024-08-07,1749.52,Shipped
1710,110,2024-08-07,981.03,Pending
1711,33,2024-07-08,1150.6,Cancelled
1712,674,2024-03-16,990.02,Delivered
1713,51,2025-01-15,745.38,Pending
1714,14,2025-01-31,1861.82,Shipped
1715,672,2024-11-01,992.98,Pending
1716,480,2024-10-13,1606.02,Pending
1717,370,2025-01-07,1124.88,Cancelled
1718,842,2024-04-24,750.76,Pending
1719,844,2024-06-10,1241.53,Pending
1720,752,2024-10-21,159.37,Delivered
1721,80,2024-02-18,1890.31,Pending
1722,104,2024-10-15,1455.84,Cancelled
1723,195,2024-10-09,402.38,Shipped
1724,584,2024-02-10,1258.14,Shipped
1725,572,2024-08-18,1503.4,Cancelled
1726,765,2024-08-24,228.92,Delivered
1727,691,2024-09-03,928.27,Cancelled
1728,905,2024-05-03,226.12,Shipped
1729,564,2024-07-08,815.08,Delivered
1730,674,2024-09-22,333.19,Cancelled
1731,956,2024-04-09,717.6,Delivered
1732,564,2024-04-06,1983.1,Delivered
1733,866,2024-04-23,756.0,Cancelled
1734,846,2024-04-25,1457.22,Shipped
1735,577,2024-11-12,1100.34,Cancelled
1736,785,2024-11-11,1109.47,Delivered
1737,369,2024-08-21,1924.07,Cancelled
1738,983,2024-06-12,806.24,Pending
1739,292,2024-05-28,1199.61,Shipped
1740,912,2024-02-14,617.65,Delivered
1741,228,2024-05-10,445.35,Delivered
1742,23,2025-01-25,1547.62,Delivered
1743,942,2024-04-22,1116.25,Shipped
1744,97,2024-07-16,94.72,Delivered
1745,160,2024-09-21,294.05,Delivered
1746,911,2024-09-24,1172.67,Shipped
1747,263,2024-09-30,1625.93,Pending
1748,585,2024-06-20,811.6,Shipped
1749,752,2024-03-30,172.86,Delivered
1750,812,2024-09-11,975.42,Cancelled
1751,846,2024-06-17,1800.07,Pending
1752,610,2024-10-30,1291.66,Pending
1753,749,2024-12-02,1620.52,Cancelled
1754,81,2024-02-25,1564.64,Delivered
1755,357,2024-11-17,1761.99,Cancelled
1756,427,2024-04-21,1861.89,Pending
1757,891,2024-05-06,1545.37,Pending
1758,650,2024-03-13,1559.29,Cancelled
1759,56,2024-12-02,623.47,Pending
1760,327,2024-04-02,1089.06,Shipped
1761,335,2025-02-04,1014.76,Shipped
1762,157,2024-12-23,120.03,Cancelled
1763,995,2024-10-31,902.32,Pending
1764,228,2024-12-16,875.23,Cancelled
1765,152,2024-07-10,281.73,Pending
1766,488,2024-06-10,1151.45,Pending
1767,562,2024-04-24,810.4,Pending
1768,409,2024-04-10,1013.61,Shipped
1769,781,2024-08-05,287.04,Shipped
1770,500,2024-05-11,802.73,Shipped
1771,575,2024-06-09,1239.67,Shipped
1772,249,2024-11-04,161.86,Cancelled
1773,332,2024-10-26,1375.78,Pending
1774,116,2024-11-11,1350.06,Cancelled
1775,375,2024-06-16,709.65,Delivered
1776,353,2024-12-19,1195.88,Pending
1777,789,2024-03-26,623.54,Delivered
1778,632,2024-05-29,1646.74,Cancelled
1779,639,2024-10-07,308.72,Pending
1780,947,2024-08-01,1639.98,Shipped
1781,702,2024-04-09,760.17,Pending
1782,116,2024-05-20,1484.37,Shipped
1783,972,2024-09-26,1249.58,Shipped
1784,890,2024-11-02,1668.24,Delivered
1785,15,2024-02-29,699.68,Pending
1786,313,2024-04-22,911.12,Pending
1787,340,2024-04-03,433.84,Shipped
1788,209,2024-03-29,1101.92,Delivered
1789,562,2024-05-14,976.39,Shipped
1790,712,2024-05-23,1403.54,Pending
1791,386,2024-08-14,1174.35,Pending
1792,262,2024-08-16,357.23,Delivered
1793,206,2024-03-09,1582.59,Delivered
1794,55,2024-06-01,940.62,Pending
1795,69,2024-07-22,789.52,Delivered
1796,679,2024-12-12,1707.12,Delivered
1797,886,2024-10-03,233.63,Delivered
1798,889,2024-06-16,1769.14,Cancelled
1799,237,2025-01-18,1959.99,Pending
1800,926,2024-02-21,644.6,Pending
1801,191,2024-09-23,413.77,Cancelled
1802,575,2024-05-13,1854.17,Pending
1803,41,2024-11-10,509.84,Delivered
1804,342,2024-06-26,990.07,Shipped
1805,19,2024-06-09,706.62,Delivered
1806,364,2024-06-30,1257.96,Shipped
1807,514,2024-06-21,566.24,Pending
1808,641,2024-11-04,530.21,Cancelled
1809,912,2024-08-02,1999.9,Pending
1810,967,2024-02-25,1118.78,Delivered
1811,231,2025-01-28,320.38,Cancelled
1812,673,2024-04-06,291.78,Cancelled
1813,534,2024-02-23,1922.0,Shipped
1814,428,2024-02-24,495.91,Shipped
1815,437,2024-07-17,1941.66,Delivered
1816,460,2024-03-24,1093.62,Shipped
1817,669,2024-08-09,294.38,Shipped
1818,884,2024-05-16,293.46,Shipped
1819,441,2024-03-08,1991.46,Shipped
1820,672,2024-04-24,1867.4,Shipped
1821,326,2024-07-20,154.27,Pending
1822,189,2024-06-08,648.84,Shipped
1823,745,2024-05-22,78.38,Delivered
1824,902,2025-02-06,1946.33,Cancelled
1825,311,2025-02-05,897.15,Delivered
1826,156,2024-12-12,1562.63,Pending
1827,135,2024-06-27,385.8,Delivered
1828,621,2024-09-14,1142.75,Shipped
1829,611,2024-05-25,479.72,Pending
1830,368,2024-12-15,177.36,Cancelled
1831,138,2024-08-09,1014.6,Cancelled
1832,730,2024-12-15,1306.15,Shipped
1833,873,2024-07-10,787.17,Cancelled
1834,141,2024-03-23,344.3,Shipped
1835,34,2024-12-02,829.01,Pending
1836,948,2024-04-11,554.32,Cancelled
1837,228,2024-03-21,1489.89,Shipped
1838,776,2024-09-09,425.03,Shipped
1839,950,2024-09-14,1910.3,Cancelled
1840,888,2024-05-15,1241.78,Delivered
1841,888,2025-02-03,925.94,Shipped
1842,438,2024-10-23,821.64,Pending
1843,623,2024-09-27,1475.96,Cancelled
1844,738,2024-03-16,639.54,Pending
1845,534,2024-10-12,236.45,Cancelled
1846,847,2024-04-06,1757.98,Shipped
1847,532,2024-08-12,1084.98,Pending
1848,572,2024-10-28,787.05,Pending
1849,195,2024-11-19,596.54,Cancelled
1850,906,2024-11-28,623.02,Delivered
1851,473,2024-12-10,349.64,Delivered
1852,628,2024-02-14,1839.68,Shipped
1853,475,2025-01-01,1663.19,Cancelled
1854,93,2024-07-20,1450.84,Pending
1855,185,2024-06-14,1561.89,Shipped
1856,403,2024-02-20,838.85,Cancelled
1857,26,2024-07-27,374.18,Shipped
1858,904,2024-11-20,920.27,Delivered
1859,332,2024-07-15,1389.6,Shipped
1860,736,2024-03-20,1471.86,Pending
1861,117,2025-01-25,1418.33,Delivered
1862,88,2024-04-08,1057.16,Cancelled
1863,745,2024-04-14,1586.31,Shipped
1864,388,2025-01-11,1109.68,Pending
1865,787,2024-04-07,358.35,Delivered
1866,580,2025-01-25,1745.18,Shipped
1867,167,2024-09-06,1740.26,Shipped
1868,788,2024-10-18,1429.85,Cancelled
1869,316,2024-05-10,632.85,Cancelled
1870,296,2024-10-20,1260.38,Pending
1871,921,2024-11-10,280.51,Shipped
1872,4,2024-10-11,1252.67,Delivered
1873,13,2024-02-19,928.11,Cancelled
1874,557,2024-06-29,1618.76,Cancelled
1875,244,2024-07-07,449.41,Cancelled
1876,465,2024-06-02,832.1,Pending
1877,616,2024-05-29,1208.2,Shipped
1878,904,2024-07-20,1103.74,Shipped
1879,51,2024-09-12,385.98,Pending
1880,669,2024-11-04,711.06,Shipped
1881,875,2024-06-24,84.22,Delivered
1882,340,2024-05-15,1842.36,Pending
1883,112,2024-10-26,845.57,Shipped
1884,166,2024-02-10,1350.74,Shipped
1885,990,2025-02-06,921.57,Delivered
1886,954,2024-05-18,90.96,Delivered
1887,331,2024-07-02,749.77,Cancelled
1888,840,2024-07-01,153.98,Cancelled
1889,864,2024-06-13,1109.93,Delivered
1890,483,2024-12-20,286.4,Delivered
1891,338,2025-02-07,1063.56,Shipped
1892,713,2024-06-20,433.92,Pending
1893,112,2024-09-21,1151.31,Pending
1894,496,2024-06-17,1453.67,Delivered
1895,438,2024-02-28,1225.51,Delivered
1896,266,2024-03-28,1060.27,Delivered
1897,950,2024-07-16,276.83,Cancelled
1898,533,2024-05-01,1463.79,Cancelled
1899,505,2024-11-09,1619.8,Shipped
1900,726,2024-06-17,595.17,Shipped
1901,2,2024-07-24,254.05,Cancelled
1902,641,2024-02-11,1597.53,Shipped
1903,819,2024-08-21,1238.31,Cancelled
1904,424,2024-08-20,110.07,Delivered
1905,574,2024-08-16,1615.97,Shipped
1906,12,2024-12-03,1288.42,Delivered
1907,261,2024-09-05,1584.59,Delivered
1908,308,2024-10-01,1023.25,Delivered
1909,786,2024-12-16,32.14,Delivered
1910,350,2024-10-27,804.18,Pending
1911,853,2024-06-09,367.75,Delivered
1912,854,2025-02-01,689.11,Cancelled
1913,939,2024-12-13,959.51,Pending
1914,662,2024-05-03,288.79,Shipped
1915,643,2024-05-09,932.02,Delivered
1916,474,2024-10-16,1572.3,Cancelled
1917,951,2024-04-02,1490.32,Delivered
1918,579,2024-08-16,1455.43,Delivered
1919,569,2024-07-17,1081.05,Shipped
1920,592,2025-01-07,1377.28,Delivered
1921,68,2024-04-23,1939.83,Delivered
1922,861,2024-09-19,81.72,Cancelled
1923,642,2024-11-15,1077.86,Shipped
1924,585,2024-09-29,1219.26,Shipped
1925,610,2024-03-03,251.35,Delivered
1926,723,2024-05-21,1718.48,Pending
1927,279,2024-10-29,839.46,Cancelled
1928,899,2024-12-24,490.53,Cancelled
1929,850,2024-07-17,1902.44,Shipped
